org,model,modelId
zai-org,cogagent-9b-20241220,zai-org/cogagent-9b-20241220
zai-org,cogagent-chat-hf,zai-org/cogagent-chat-hf
zai-org,cogagent-vqa-hf,zai-org/cogagent-vqa-hf
zai-org,cogvlm-base-224-hf,zai-org/cogvlm-base-224-hf
zai-org,cogvlm-base-490-hf,zai-org/cogvlm-base-490-hf
zai-org,cogvlm-chat-hf,zai-org/cogvlm-chat-hf
zai-org,cogvlm-grounding-base-hf,zai-org/cogvlm-grounding-base-hf
zai-org,cogvlm-grounding-generalist-hf,zai-org/cogvlm-grounding-generalist-hf
zai-org,cogvlm2-llama3-caption,zai-org/cogvlm2-llama3-caption
zai-org,cogvlm2-llama3-chat-19B,zai-org/cogvlm2-llama3-chat-19B
zai-org,cogvlm2-llama3-chat-19B-int4,zai-org/cogvlm2-llama3-chat-19B-int4
zai-org,cogvlm2-llama3-chat-19B-tgi,zai-org/cogvlm2-llama3-chat-19B-tgi
zai-org,cogvlm2-llama3-chinese-chat-19B,zai-org/cogvlm2-llama3-chinese-chat-19B
zai-org,cogvlm2-llama3-chinese-chat-19B-int4,zai-org/cogvlm2-llama3-chinese-chat-19B-int4
zai-org,cogvlm2-llama3-chinese-chat-19B-tgi,zai-org/cogvlm2-llama3-chinese-chat-19B-tgi
zai-org,cogvlm2-video-llama3-base,zai-org/cogvlm2-video-llama3-base
zai-org,cogvlm2-video-llama3-chat,zai-org/cogvlm2-video-llama3-chat
zai-org,glm-10b,zai-org/glm-10b
zai-org,glm-10b-chinese,zai-org/glm-10b-chinese
zai-org,glm-2b,zai-org/glm-2b
zai-org,glm-4-9b,zai-org/glm-4-9b
zai-org,glm-4-9b-chat,zai-org/glm-4-9b-chat
zai-org,glm-4-9b-chat-1m,zai-org/glm-4-9b-chat-1m
zai-org,glm-4-9b-chat-1m-hf,zai-org/glm-4-9b-chat-1m-hf
zai-org,glm-4-9b-chat-hf,zai-org/glm-4-9b-chat-hf
zai-org,glm-4-9b-hf,zai-org/glm-4-9b-hf
zai-org,glm-4-voice-9b,zai-org/glm-4-voice-9b
zai-org,glm-4-voice-decoder,zai-org/glm-4-voice-decoder
zai-org,glm-4-voice-tokenizer,zai-org/glm-4-voice-tokenizer
zai-org,glm-4v-9b,zai-org/glm-4v-9b
zai-org,glm-edge-1.5b-chat,zai-org/glm-edge-1.5b-chat
zai-org,glm-edge-4b-chat,zai-org/glm-edge-4b-chat
zai-org,glm-edge-v-2b,zai-org/glm-edge-v-2b
zai-org,glm-edge-v-5b,zai-org/glm-edge-v-5b
zai-org,glm-large-chinese,zai-org/glm-large-chinese
zai-org,glm-roberta-large,zai-org/glm-roberta-large
zai-org,visualglm-6b,zai-org/visualglm-6b
zai-org,webrl-glm-4-9b,zai-org/webrl-glm-4-9b
zai-org,webrl-llama-3.1-70b,zai-org/webrl-llama-3.1-70b
zai-org,webrl-llama-3.1-8b,zai-org/webrl-llama-3.1-8b
zai-org,webrl-orm-llama-3.1-8b,zai-org/webrl-orm-llama-3.1-8b
zai-org,GLM-4.5V,zai-org/GLM-4.5V
zai-org,GLM-4.5,zai-org/GLM-4.5
zai-org,GLM-4.1V-9B-Base,zai-org/GLM-4.1V-9B-Base
zai-org,GLM-4.1V-9B-Thinking,zai-org/GLM-4.1V-9B-Thinking
zai-org,GLM-4.5-Air,zai-org/GLM-4.5-Air
zai-org,GLM-4.5-Air-Base,zai-org/GLM-4.5-Air-Base
zai-org,GLM-4.5-Base,zai-org/GLM-4.5-Base
XiaomiMiMo,MiMo-7B-Base,XiaomiMiMo/MiMo-7B-Base
XiaomiMiMo,MiMo-7B-RL,XiaomiMiMo/MiMo-7B-RL
XiaomiMiMo,MiMo-7B-RL-0530,XiaomiMiMo/MiMo-7B-RL-0530
XiaomiMiMo,MiMo-7B-RL-Zero,XiaomiMiMo/MiMo-7B-RL-Zero
XiaomiMiMo,MiMo-7B-SFT,XiaomiMiMo/MiMo-7B-SFT
XiaomiMiMo,MiMo-VL-7B-RL,XiaomiMiMo/MiMo-VL-7B-RL
XiaomiMiMo,MiMo-VL-7B-RL-2508,XiaomiMiMo/MiMo-VL-7B-RL-2508
XiaomiMiMo,MiMo-VL-7B-SFT,XiaomiMiMo/MiMo-VL-7B-SFT
XiaomiMiMo,MiMo-VL-7B-SFT-2508,XiaomiMiMo/MiMo-VL-7B-SFT-2508
ai21labs,AI21-Jamba-Large-1.5,ai21labs/AI21-Jamba-Large-1.5
ai21labs,AI21-Jamba-Large-1.6,ai21labs/AI21-Jamba-Large-1.6
ai21labs,AI21-Jamba-Large-1.7,ai21labs/AI21-Jamba-Large-1.7
ai21labs,AI21-Jamba-Large-1.7-FP8,ai21labs/AI21-Jamba-Large-1.7-FP8
ai21labs,AI21-Jamba-Mini-1.5,ai21labs/AI21-Jamba-Mini-1.5
ai21labs,AI21-Jamba-Mini-1.6,ai21labs/AI21-Jamba-Mini-1.6
ai21labs,AI21-Jamba-Mini-1.7,ai21labs/AI21-Jamba-Mini-1.7
ai21labs,AI21-Jamba-Mini-1.7-FP8,ai21labs/AI21-Jamba-Mini-1.7-FP8
ai21labs,Jamba-tiny-dev,ai21labs/Jamba-tiny-dev
ai21labs,Jamba-tiny-random,ai21labs/Jamba-tiny-random
ai21labs,Jamba-v0.1,ai21labs/Jamba-v0.1
allenai,Flex-public-7B-1T,allenai/Flex-public-7B-1T
allenai,FlexOlmo-7x7B-1T,allenai/FlexOlmo-7x7B-1T
allenai,Llama-3.1-Tulu-3-405B,allenai/Llama-3.1-Tulu-3-405B
allenai,Llama-3.1-Tulu-3-405B-DPO,allenai/Llama-3.1-Tulu-3-405B-DPO
allenai,Llama-3.1-Tulu-3-405B-SFT,allenai/Llama-3.1-Tulu-3-405B-SFT
allenai,Llama-3.1-Tulu-3-70B,allenai/Llama-3.1-Tulu-3-70B
allenai,Llama-3.1-Tulu-3-70B-DPO,allenai/Llama-3.1-Tulu-3-70B-DPO
allenai,Llama-3.1-Tulu-3-70B-SFT,allenai/Llama-3.1-Tulu-3-70B-SFT
allenai,Llama-3.1-Tulu-3-70B-broken,allenai/Llama-3.1-Tulu-3-70B-broken
allenai,Llama-3.1-Tulu-3-8B,allenai/Llama-3.1-Tulu-3-8B
allenai,Llama-3.1-Tulu-3-8B-DPO,allenai/Llama-3.1-Tulu-3-8B-DPO
allenai,Llama-3.1-Tulu-3-8B-RM,allenai/Llama-3.1-Tulu-3-8B-RM
allenai,Llama-3.1-Tulu-3-8B-SFT,allenai/Llama-3.1-Tulu-3-8B-SFT
allenai,Llama-3.1-Tulu-3.1-8B,allenai/Llama-3.1-Tulu-3.1-8B
allenai,Molmo-72B-0924,allenai/Molmo-72B-0924
allenai,Molmo-7B-D-0924,allenai/Molmo-7B-D-0924
allenai,Molmo-7B-O-0924,allenai/Molmo-7B-O-0924
allenai,MolmoAct-7B-D-0812,allenai/MolmoAct-7B-D-0812
allenai,MolmoE-1B-0924,allenai/MolmoE-1B-0924
allenai,OLMo-1B,allenai/OLMo-1B
allenai,OLMo-1B-0724-954000steps-unsharded,allenai/OLMo-1B-0724-954000steps-unsharded
allenai,OLMo-1B-0724-hf,allenai/OLMo-1B-0724-hf
allenai,OLMo-1B-hf,allenai/OLMo-1B-hf
allenai,OLMo-2-0325-32B,allenai/OLMo-2-0325-32B
allenai,OLMo-2-0325-32B-DPO,allenai/OLMo-2-0325-32B-DPO
allenai,OLMo-2-0325-32B-Instruct,allenai/OLMo-2-0325-32B-Instruct
allenai,OLMo-2-0325-32B-SFT,allenai/OLMo-2-0325-32B-SFT
allenai,OLMo-2-0425-1B,allenai/OLMo-2-0425-1B
allenai,OLMo-2-0425-1B-DPO,allenai/OLMo-2-0425-1B-DPO
allenai,OLMo-2-0425-1B-Instruct,allenai/OLMo-2-0425-1B-Instruct
allenai,OLMo-2-0425-1B-RLVR1,allenai/OLMo-2-0425-1B-RLVR1
allenai,OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-SFT
allenai,OLMo-2-1124-13B,allenai/OLMo-2-1124-13B
allenai,OLMo-2-1124-13B-DPO,allenai/OLMo-2-1124-13B-DPO
allenai,OLMo-2-1124-13B-DPO-Preview,allenai/OLMo-2-1124-13B-DPO-Preview
allenai,OLMo-2-1124-13B-Instruct,allenai/OLMo-2-1124-13B-Instruct
allenai,OLMo-2-1124-13B-Instruct-RLVR1,allenai/OLMo-2-1124-13B-Instruct-RLVR1
allenai,OLMo-2-1124-13B-Instruct-RLVR2,allenai/OLMo-2-1124-13B-Instruct-RLVR2
allenai,OLMo-2-1124-13B-Instruct-preview,allenai/OLMo-2-1124-13B-Instruct-preview
allenai,OLMo-2-1124-13B-RM,allenai/OLMo-2-1124-13B-RM
allenai,OLMo-2-1124-13B-SFT,allenai/OLMo-2-1124-13B-SFT
allenai,OLMo-2-1124-13B-SFT-Preview,allenai/OLMo-2-1124-13B-SFT-Preview
allenai,OLMo-2-1124-7B,allenai/OLMo-2-1124-7B
allenai,OLMo-2-1124-7B-DPO,allenai/OLMo-2-1124-7B-DPO
allenai,OLMo-2-1124-7B-DPO-Preview,allenai/OLMo-2-1124-7B-DPO-Preview
allenai,OLMo-2-1124-7B-Instruct,allenai/OLMo-2-1124-7B-Instruct
allenai,OLMo-2-1124-7B-Instruct-preview,allenai/OLMo-2-1124-7B-Instruct-preview
allenai,OLMo-2-1124-7B-RM,allenai/OLMo-2-1124-7B-RM
allenai,OLMo-2-1124-7B-RM-Preview,allenai/OLMo-2-1124-7B-RM-Preview
allenai,OLMo-2-1124-7B-SFT,allenai/OLMo-2-1124-7B-SFT
allenai,OLMo-2-1124-7B-SFT-Preview,allenai/OLMo-2-1124-7B-SFT-Preview
allenai,OLMo-7B,allenai/OLMo-7B
allenai,OLMo-7B-0424,allenai/OLMo-7B-0424
allenai,OLMo-7B-0424-Instruct-hf,allenai/OLMo-7B-0424-Instruct-hf
allenai,OLMo-7B-0424-SFT-hf,allenai/OLMo-7B-0424-SFT-hf
allenai,OLMo-7B-0424-hf,allenai/OLMo-7B-0424-hf
allenai,OLMo-7B-0724-Instruct-hf,allenai/OLMo-7B-0724-Instruct-hf
allenai,OLMo-7B-0724-SFT-hf,allenai/OLMo-7B-0724-SFT-hf
allenai,OLMo-7B-0724-hf,allenai/OLMo-7B-0724-hf
allenai,OLMo-7B-1024-preview,allenai/OLMo-7B-1024-preview
allenai,OLMo-7B-Instruct,allenai/OLMo-7B-Instruct
allenai,OLMo-7B-Instruct-hf,allenai/OLMo-7B-Instruct-hf
allenai,OLMo-7B-SFT,allenai/OLMo-7B-SFT
allenai,OLMo-7B-SFT-hf,allenai/OLMo-7B-SFT-hf
allenai,OLMo-7B-Twin-2T,allenai/OLMo-7B-Twin-2T
allenai,OLMo-7B-Twin-2T-hf,allenai/OLMo-7B-Twin-2T-hf
allenai,OLMo-7B-hf,allenai/OLMo-7B-hf
allenai,OLMo-Ladder-760M-0.5xC,allenai/OLMo-Ladder-760M-0.5xC
allenai,OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125
allenai,OLMoE-1B-7B-0125-DPO,allenai/OLMoE-1B-7B-0125-DPO
allenai,OLMoE-1B-7B-0125-Instruct,allenai/OLMoE-1B-7B-0125-Instruct
allenai,OLMoE-1B-7B-0125-SFT,allenai/OLMoE-1B-7B-0125-SFT
allenai,OLMoE-1B-7B-0924,allenai/OLMoE-1B-7B-0924
allenai,OLMoE-1B-7B-0924-Instruct,allenai/OLMoE-1B-7B-0924-Instruct
allenai,OLMoE-1B-7B-0924-SFT,allenai/OLMoE-1B-7B-0924-SFT
allenai,codetulu-2-13b,allenai/codetulu-2-13b
allenai,codetulu-2-34b,allenai/codetulu-2-34b
allenai,codetulu-2-7b,allenai/codetulu-2-7b
allenai,dolma2-tokenizer-U10F0F0,allenai/dolma2-tokenizer-U10F0F0
allenai,olmOCR-7B-0225-preview,allenai/olmOCR-7B-0225-preview
allenai,olmOCR-7B-0225-preview-FP8,allenai/olmOCR-7B-0225-preview-FP8
allenai,tulu-13b,allenai/tulu-13b
allenai,tulu-2-13b,allenai/tulu-2-13b
allenai,tulu-2-70b,allenai/tulu-2-70b
allenai,tulu-2-7b,allenai/tulu-2-7b
allenai,tulu-30b,allenai/tulu-30b
allenai,tulu-65b,allenai/tulu-65b
allenai,tulu-7b,allenai/tulu-7b
allenai,tulu-v1-llama2-13b,allenai/tulu-v1-llama2-13b
allenai,tulu-v1-llama2-7b,allenai/tulu-v1-llama2-7b
baidu,ERNIE-4.5-0.3B-Base-PT,baidu/ERNIE-4.5-0.3B-Base-PT
baidu,ERNIE-4.5-0.3B-PT,baidu/ERNIE-4.5-0.3B-PT
baidu,ERNIE-4.5-21B-A3B-Base-PT,baidu/ERNIE-4.5-21B-A3B-Base-PT
baidu,ERNIE-4.5-21B-A3B-PT,baidu/ERNIE-4.5-21B-A3B-PT
baidu,ERNIE-4.5-21B-A3B-Thinking,baidu/ERNIE-4.5-21B-A3B-Thinking
baidu,ERNIE-4.5-300B-A47B-Base-PT,baidu/ERNIE-4.5-300B-A47B-Base-PT
baidu,ERNIE-4.5-300B-A47B-PT,baidu/ERNIE-4.5-300B-A47B-PT
baidu,ERNIE-4.5-VL-28B-A3B-Base-PT,baidu/ERNIE-4.5-VL-28B-A3B-Base-PT
baidu,ERNIE-4.5-VL-28B-A3B-PT,baidu/ERNIE-4.5-VL-28B-A3B-PT
baidu,ERNIE-4.5-VL-424B-A47B-Base-PT,baidu/ERNIE-4.5-VL-424B-A47B-Base-PT
baidu,ERNIE-4.5-VL-424B-A47B-PT,baidu/ERNIE-4.5-VL-424B-A47B-PT
baidu,Qianfan-VL-3B,baidu/Qianfan-VL-3B
baidu,Qianfan-VL-70B,baidu/Qianfan-VL-70B
baidu,Qianfan-VL-8B,baidu/Qianfan-VL-8B
deepseek-ai,DeepSeek-Coder-V2-Base,deepseek-ai/DeepSeek-Coder-V2-Base
deepseek-ai,DeepSeek-Coder-V2-Instruct,deepseek-ai/DeepSeek-Coder-V2-Instruct
deepseek-ai,DeepSeek-Coder-V2-Instruct-0724,deepseek-ai/DeepSeek-Coder-V2-Instruct-0724
deepseek-ai,DeepSeek-Coder-V2-Lite-Base,deepseek-ai/DeepSeek-Coder-V2-Lite-Base
deepseek-ai,DeepSeek-Coder-V2-Lite-Instruct,deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct
deepseek-ai,DeepSeek-Prover-V1,deepseek-ai/DeepSeek-Prover-V1
deepseek-ai,DeepSeek-Prover-V1.5-Base,deepseek-ai/DeepSeek-Prover-V1.5-Base
deepseek-ai,DeepSeek-Prover-V1.5-RL,deepseek-ai/DeepSeek-Prover-V1.5-RL
deepseek-ai,DeepSeek-Prover-V1.5-SFT,deepseek-ai/DeepSeek-Prover-V1.5-SFT
deepseek-ai,DeepSeek-Prover-V2-671B,deepseek-ai/DeepSeek-Prover-V2-671B
deepseek-ai,DeepSeek-Prover-V2-7B,deepseek-ai/DeepSeek-Prover-V2-7B
deepseek-ai,DeepSeek-R1,deepseek-ai/DeepSeek-R1
deepseek-ai,DeepSeek-R1-0528,deepseek-ai/DeepSeek-R1-0528
deepseek-ai,DeepSeek-R1-0528-Qwen3-8B,deepseek-ai/DeepSeek-R1-0528-Qwen3-8B
deepseek-ai,DeepSeek-R1-Distill-Llama-70B,deepseek-ai/DeepSeek-R1-Distill-Llama-70B
deepseek-ai,DeepSeek-R1-Distill-Llama-8B,deepseek-ai/DeepSeek-R1-Distill-Llama-8B
deepseek-ai,DeepSeek-R1-Distill-Qwen-1.5B,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B
deepseek-ai,DeepSeek-R1-Distill-Qwen-14B,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B
deepseek-ai,DeepSeek-R1-Distill-Qwen-32B,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B
deepseek-ai,DeepSeek-R1-Distill-Qwen-7B,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B
deepseek-ai,DeepSeek-R1-Zero,deepseek-ai/DeepSeek-R1-Zero
deepseek-ai,DeepSeek-V2,deepseek-ai/DeepSeek-V2
deepseek-ai,DeepSeek-V2-Chat,deepseek-ai/DeepSeek-V2-Chat
deepseek-ai,DeepSeek-V2-Chat-0628,deepseek-ai/DeepSeek-V2-Chat-0628
deepseek-ai,DeepSeek-V2-Lite,deepseek-ai/DeepSeek-V2-Lite
deepseek-ai,DeepSeek-V2-Lite-Chat,deepseek-ai/DeepSeek-V2-Lite-Chat
deepseek-ai,DeepSeek-V2.5,deepseek-ai/DeepSeek-V2.5
deepseek-ai,DeepSeek-V2.5-1210,deepseek-ai/DeepSeek-V2.5-1210
deepseek-ai,DeepSeek-V3,deepseek-ai/DeepSeek-V3
deepseek-ai,DeepSeek-V3-0324,deepseek-ai/DeepSeek-V3-0324
deepseek-ai,DeepSeek-V3-Base,deepseek-ai/DeepSeek-V3-Base
deepseek-ai,DeepSeek-V3.1,deepseek-ai/DeepSeek-V3.1
deepseek-ai,DeepSeek-V3.1-Base,deepseek-ai/DeepSeek-V3.1-Base
deepseek-ai,DeepSeek-V3.1-Terminus,deepseek-ai/DeepSeek-V3.1-Terminus
deepseek-ai,Janus-1.3B,deepseek-ai/Janus-1.3B
deepseek-ai,Janus-Pro-1B,deepseek-ai/Janus-Pro-1B
deepseek-ai,Janus-Pro-7B,deepseek-ai/Janus-Pro-7B
deepseek-ai,JanusFlow-1.3B,deepseek-ai/JanusFlow-1.3B
deepseek-ai,deepseek-coder-1.3b-base,deepseek-ai/deepseek-coder-1.3b-base
deepseek-ai,deepseek-coder-1.3b-instruct,deepseek-ai/deepseek-coder-1.3b-instruct
deepseek-ai,deepseek-coder-33b-base,deepseek-ai/deepseek-coder-33b-base
deepseek-ai,deepseek-coder-33b-instruct,deepseek-ai/deepseek-coder-33b-instruct
deepseek-ai,deepseek-coder-5.7bmqa-base,deepseek-ai/deepseek-coder-5.7bmqa-base
deepseek-ai,deepseek-coder-6.7b-base,deepseek-ai/deepseek-coder-6.7b-base
deepseek-ai,deepseek-coder-6.7b-instruct,deepseek-ai/deepseek-coder-6.7b-instruct
deepseek-ai,deepseek-coder-7b-base-v1.5,deepseek-ai/deepseek-coder-7b-base-v1.5
deepseek-ai,deepseek-coder-7b-instruct-v1.5,deepseek-ai/deepseek-coder-7b-instruct-v1.5
deepseek-ai,deepseek-llm-67b-base,deepseek-ai/deepseek-llm-67b-base
deepseek-ai,deepseek-llm-67b-chat,deepseek-ai/deepseek-llm-67b-chat
deepseek-ai,deepseek-llm-7b-base,deepseek-ai/deepseek-llm-7b-base
deepseek-ai,deepseek-llm-7b-chat,deepseek-ai/deepseek-llm-7b-chat
deepseek-ai,deepseek-math-7b-base,deepseek-ai/deepseek-math-7b-base
deepseek-ai,deepseek-math-7b-instruct,deepseek-ai/deepseek-math-7b-instruct
deepseek-ai,deepseek-math-7b-rl,deepseek-ai/deepseek-math-7b-rl
deepseek-ai,deepseek-moe-16b-base,deepseek-ai/deepseek-moe-16b-base
deepseek-ai,deepseek-moe-16b-chat,deepseek-ai/deepseek-moe-16b-chat
deepseek-ai,deepseek-vl-1.3b-base,deepseek-ai/deepseek-vl-1.3b-base
deepseek-ai,deepseek-vl-1.3b-chat,deepseek-ai/deepseek-vl-1.3b-chat
deepseek-ai,deepseek-vl-7b-base,deepseek-ai/deepseek-vl-7b-base
deepseek-ai,deepseek-vl-7b-chat,deepseek-ai/deepseek-vl-7b-chat
deepseek-ai,deepseek-vl2,deepseek-ai/deepseek-vl2
deepseek-ai,deepseek-vl2-small,deepseek-ai/deepseek-vl2-small
deepseek-ai,deepseek-vl2-tiny,deepseek-ai/deepseek-vl2-tiny
google,codegemma-1.1-2b,google/codegemma-1.1-2b
google,codegemma-1.1-2b-pytorch,google/codegemma-1.1-2b-pytorch
google,codegemma-1.1-7b-it,google/codegemma-1.1-7b-it
google,codegemma-1.1-7b-it-pytorch,google/codegemma-1.1-7b-it-pytorch
google,codegemma-2b,google/codegemma-2b
google,codegemma-2b-pytorch,google/codegemma-2b-pytorch
google,codegemma-7b,google/codegemma-7b
google,codegemma-7b-it,google/codegemma-7b-it
google,codegemma-7b-it-pytorch,google/codegemma-7b-it-pytorch
google,codegemma-7b-pytorch,google/codegemma-7b-pytorch
google,gemma-1.1-2b-it,google/gemma-1.1-2b-it
google,gemma-1.1-2b-it-pytorch,google/gemma-1.1-2b-it-pytorch
google,gemma-1.1-2b-it-tflite,google/gemma-1.1-2b-it-tflite
google,gemma-1.1-7b-it,google/gemma-1.1-7b-it
google,gemma-1.1-7b-it-pytorch,google/gemma-1.1-7b-it-pytorch
google,gemma-2-27b,google/gemma-2-27b
google,gemma-2-27b-it,google/gemma-2-27b-it
google,gemma-2-27b-it-pytorch,google/gemma-2-27b-it-pytorch
google,gemma-2-27b-pytorch,google/gemma-2-27b-pytorch
google,gemma-2-2b,google/gemma-2-2b
google,gemma-2-2b-it,google/gemma-2-2b-it
google,gemma-2-2b-it-pytorch,google/gemma-2-2b-it-pytorch
google,gemma-2-2b-jpn-it,google/gemma-2-2b-jpn-it
google,gemma-2-2b-jpn-it-flax,google/gemma-2-2b-jpn-it-flax
google,gemma-2-2b-jpn-it-pytorch,google/gemma-2-2b-jpn-it-pytorch
google,gemma-2-2b-pytorch,google/gemma-2-2b-pytorch
google,gemma-2-9b,google/gemma-2-9b
google,gemma-2-9b-it,google/gemma-2-9b-it
google,gemma-2-9b-it-pytorch,google/gemma-2-9b-it-pytorch
google,gemma-2-9b-pytorch,google/gemma-2-9b-pytorch
google,gemma-2b,google/gemma-2b
google,gemma-2b-aps-it,google/gemma-2b-aps-it
google,gemma-2b-flax,google/gemma-2b-flax
google,gemma-2b-it,google/gemma-2b-it
google,gemma-2b-it-flax,google/gemma-2b-it-flax
google,gemma-2b-it-pytorch,google/gemma-2b-it-pytorch
google,gemma-2b-it-tflite,google/gemma-2b-it-tflite
google,gemma-2b-pytorch,google/gemma-2b-pytorch
google,gemma-3-12b-it,google/gemma-3-12b-it
google,gemma-3-12b-pt,google/gemma-3-12b-pt
google,gemma-3-1b-it,google/gemma-3-1b-it
google,gemma-3-1b-pt,google/gemma-3-1b-pt
google,gemma-3-270m,google/gemma-3-270m
google,gemma-3-270m-it,google/gemma-3-270m-it
google,gemma-3-27b-it,google/gemma-3-27b-it
google,gemma-3-27b-pt,google/gemma-3-27b-pt
google,gemma-3-4b-it,google/gemma-3-4b-it
google,gemma-3-4b-pt,google/gemma-3-4b-pt
google,gemma-3n-E2B,google/gemma-3n-E2B
google,gemma-3n-E2B-it,google/gemma-3n-E2B-it
google,gemma-3n-E2B-it-litert-lm-preview,google/gemma-3n-E2B-it-litert-lm-preview
google,gemma-3n-E2B-it-litert-preview,google/gemma-3n-E2B-it-litert-preview
google,gemma-3n-E4B,google/gemma-3n-E4B
google,gemma-3n-E4B-it,google/gemma-3n-E4B-it
google,gemma-3n-E4B-it-litert-lm-preview,google/gemma-3n-E4B-it-litert-lm-preview
google,gemma-3n-E4B-it-litert-preview,google/gemma-3n-E4B-it-litert-preview
google,gemma-7b,google/gemma-7b
google,gemma-7b-aps-it,google/gemma-7b-aps-it
google,gemma-7b-flax,google/gemma-7b-flax
google,gemma-7b-it,google/gemma-7b-it
google,gemma-7b-it-flax,google/gemma-7b-it-flax
google,gemma-7b-it-pytorch,google/gemma-7b-it-pytorch
google,gemma-7b-pytorch,google/gemma-7b-pytorch
google,vaultgemma-1b,google/vaultgemma-1b
ibm-granite,granite-20b-code-base-8k,ibm-granite/granite-20b-code-base-8k
ibm-granite,granite-20b-code-base-r1.1,ibm-granite/granite-20b-code-base-r1.1
ibm-granite,granite-20b-code-instruct-8k,ibm-granite/granite-20b-code-instruct-8k
ibm-granite,granite-20b-code-instruct-r1.1,ibm-granite/granite-20b-code-instruct-r1.1
ibm-granite,granite-20b-functioncalling,ibm-granite/granite-20b-functioncalling
ibm-granite,granite-3.0-1b-a400m-base,ibm-granite/granite-3.0-1b-a400m-base
ibm-granite,granite-3.0-1b-a400m-instruct,ibm-granite/granite-3.0-1b-a400m-instruct
ibm-granite,granite-3.0-2b-base,ibm-granite/granite-3.0-2b-base
ibm-granite,granite-3.0-2b-instruct,ibm-granite/granite-3.0-2b-instruct
ibm-granite,granite-3.0-3b-a800m-base,ibm-granite/granite-3.0-3b-a800m-base
ibm-granite,granite-3.0-8b-base,ibm-granite/granite-3.0-8b-base
ibm-granite,granite-3.0-8b-instruct,ibm-granite/granite-3.0-8b-instruct
ibm-granite,granite-3.1-1b-a400m-base,ibm-granite/granite-3.1-1b-a400m-base
ibm-granite,granite-3.1-1b-a400m-instruct,ibm-granite/granite-3.1-1b-a400m-instruct
ibm-granite,granite-3.1-2b-base,ibm-granite/granite-3.1-2b-base
ibm-granite,granite-3.1-2b-instruct,ibm-granite/granite-3.1-2b-instruct
ibm-granite,granite-3.1-3b-a800m-base,ibm-granite/granite-3.1-3b-a800m-base
ibm-granite,granite-3.1-3b-a800m-instruct,ibm-granite/granite-3.1-3b-a800m-instruct
ibm-granite,granite-3.1-8b-base,ibm-granite/granite-3.1-8b-base
ibm-granite,granite-3.1-8b-instruct,ibm-granite/granite-3.1-8b-instruct
ibm-granite,granite-3.2-2b-instruct,ibm-granite/granite-3.2-2b-instruct
ibm-granite,granite-3.2-8b-instruct,ibm-granite/granite-3.2-8b-instruct
ibm-granite,granite-3.2-8b-instruct-preview,ibm-granite/granite-3.2-8b-instruct-preview
ibm-granite,granite-3.3-2b-base,ibm-granite/granite-3.3-2b-base
ibm-granite,granite-3.3-2b-instruct,ibm-granite/granite-3.3-2b-instruct
ibm-granite,granite-3.3-8b-base,ibm-granite/granite-3.3-8b-base
ibm-granite,granite-3.3-8b-instruct,ibm-granite/granite-3.3-8b-instruct
ibm-granite,granite-3.3-8b-rag-agent-lib,ibm-granite/granite-3.3-8b-rag-agent-lib
ibm-granite,granite-34b-code-base-8k,ibm-granite/granite-34b-code-base-8k
ibm-granite,granite-34b-code-instruct-8k,ibm-granite/granite-34b-code-instruct-8k
ibm-granite,granite-3b-code-base-128k,ibm-granite/granite-3b-code-base-128k
ibm-granite,granite-3b-code-base-2k,ibm-granite/granite-3b-code-base-2k
ibm-granite,granite-3b-code-instruct-128k,ibm-granite/granite-3b-code-instruct-128k
ibm-granite,granite-3b-code-instruct-2k,ibm-granite/granite-3b-code-instruct-2k
ibm-granite,granite-4.0-tiny-base-preview,ibm-granite/granite-4.0-tiny-base-preview
ibm-granite,granite-4.0-tiny-preview,ibm-granite/granite-4.0-tiny-preview
ibm-granite,granite-7b-base,ibm-granite/granite-7b-base
ibm-granite,granite-7b-instruct,ibm-granite/granite-7b-instruct
ibm-granite,granite-8b-code-base-128k,ibm-granite/granite-8b-code-base-128k
ibm-granite,granite-8b-code-base-4k,ibm-granite/granite-8b-code-base-4k
ibm-granite,granite-8b-code-instruct-128k,ibm-granite/granite-8b-code-instruct-128k
ibm-granite,granite-8b-code-instruct-4k,ibm-granite/granite-8b-code-instruct-4k
ibm-granite,granite-embedding-107m-multilingual,ibm-granite/granite-embedding-107m-multilingual
ibm-granite,granite-embedding-278m-multilingual,ibm-granite/granite-embedding-278m-multilingual
ibm-granite,granite-guardian-3.1-2b,ibm-granite/granite-guardian-3.1-2b
ibm-granite,granite-guardian-3.1-8b,ibm-granite/granite-guardian-3.1-8b
ibm-granite,granite-guardian-hap-125m,ibm-granite/granite-guardian-hap-125m
ibm-granite,granite-guardian-hap-38m,ibm-granite/granite-guardian-hap-38m
ibm-granite,granite-speech-3.2-8b,ibm-granite/granite-speech-3.2-8b
ibm-granite,granite-speech-3.3-2b,ibm-granite/granite-speech-3.3-2b
